season,week,celebrity_name,total_judge_score,avg_judge_score,ballroom_partner,celebrity_age_during_season,results,placement,ind_Actor/Actress,ind_Astronaut,ind_Athlete,ind_Beauty Pagent,ind_Comedian,ind_Con artist,ind_Conservationist,ind_Entrepreneur,ind_Fashion Designer,ind_Fitness Instructor,ind_Journalist,ind_Magician,ind_Military,ind_Model,ind_Motivational Speaker,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Social media personality,ind_Sports Broadcaster,ind_TV Personality,age_scaled,cum_weeks,season_progress,week_total_score,judge_percent,judge_rank,judge_score_rel,cum_judge_total,avg_judge_upto_now,competitors_count,partner_avg_placement,ballroom_partner_encoded,is_eliminated,fan_target,current_pred,fan_vote_est_mean,fan_vote_est_std,certainty,fan_vote_normalized,mean,std,cv,ci95_low,ci95_high,mean_norm,p_top1,p_top3,p_bottom2
1,2,Rachel Hunter,24.0,8.0,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3088235294117646,2,0.3333333333333333,121.0,0.1983471074380165,2.0,3.833333333333332,44.0,22.0,6,6.25,4,False,0.1999999999999999,0.2009628218098217,0.2054472575598174,0.0185297690021578,53.964301205392815,0.2053484996538339,0.2054472575598174,0.0185297690021578,0.09019234046851528,0.16912891031558813,0.24176560480404669,0.2053484996538339,0.22,0.824,0.026
1,2,Trista Sutter,19.0,6.333333333333333,Louis van Amstel,32,Eliminated Week 2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2647058823529412,2,0.3333333333333333,121.0,0.1570247933884297,4.0,-1.166666666666668,37.0,18.5,6,6.123076923076923,5,True,1.0591676767676776e-16,0.0228269735719447,0.0713731607883285,0.068532429500755,14.591419213728148,0.0713388519151578,0.0713731607883285,0.068532429500755,0.9601988863012769,0.0,0.2056967226098083,0.07133885191515783,0.013,0.039,0.907
1,3,Evander Holyfield,13.0,4.333333333333333,Edyta Sliwinska,42,Eliminated Week 3,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,3,0.5,106.0,0.1226415094339622,5.0,-8.2,45.0,15.0,5,5.379310344827586,0,True,0.01,0.0278752247139821,0.0638091597380733,0.0641341477466747,15.592074472953067,0.06529928464793,0.0638091597380733,0.0641341477466747,1.005093124716505,0.0,0.1895120893215557,0.06529928464793008,0.002,0.012,0.988
1,3,Joey McIntyre,22.0,7.333333333333333,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,3,0.5,106.0,0.2075471698113207,3.0,0.8000000000000007,63.0,21.0,5,6.666666666666667,1,False,0.2475,0.2412776275771265,0.2339915905393181,0.0350122840944533,28.56058852698188,0.2394559580249723,0.2339915905393181,0.0350122840944533,0.14963052310450495,0.16536751371418962,0.30261566736444656,0.23945595802497233,0.294,0.817,0.183
1,3,John O'Hurley,24.0,8.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,3,0.5,106.0,0.2264150943396226,2.0,2.8000000000000007,70.0,23.33333333333333,5,2.0,2,False,0.2475,0.243091203422523,0.2393495406515185,0.025187939347894,39.699964583209336,0.2449390314730814,0.2393495406515185,0.025187939347894,0.10523496004768372,0.18998117952964627,0.28871790177339074,0.24493903147308146,0.283,0.88,0.12
1,3,Kelly Monaco,21.0,7.0,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,3,0.5,106.0,0.1981132075471698,4.0,-0.1999999999999993,51.0,17.0,5,6.842105263157895,3,False,0.2475,0.2413292885151791,0.2334069445608333,0.0239874093626166,41.68679902379831,0.2388576589042182,0.2334069445608333,0.0239874093626166,0.10277076120314285,0.18639162221010477,0.28042226691156186,0.23885765890421826,0.211,0.836,0.164
1,3,Rachel Hunter,26.0,8.666666666666666,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3088235294117646,3,0.5,106.0,0.2452830188679245,1.0,4.800000000000001,70.0,23.33333333333333,5,6.25,4,False,0.2475,0.2341707537992449,0.2066228374943486,0.0677951387077739,14.75010257310324,0.2114480669497978,0.2066228374943486,0.0677951387077739,0.3281105783363767,0.07374436562711176,0.3395013093615854,0.21144806694979784,0.21,0.455,0.545
1,4,Joey McIntyre,20.0,6.666666666666667,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,4,0.6666666666666666,92.0,0.217391304347826,4.0,-3.0,83.0,20.75,4,6.666666666666667,1,False,0.3333333333333333,0.3115760049935106,0.2802301358552526,0.0900170291396778,11.108885737193106,0.292426843684034,0.2802301358552526,0.0900170291396778,0.32122537022989683,0.10379675874148411,0.4566635129690211,0.29242684368403404,0.289,0.919,0.425
1,4,John O'Hurley,21.0,7.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,4,0.6666666666666666,92.0,0.2282608695652173,3.0,-2.0,91.0,22.75,4,2.0,2,False,0.3333333333333333,0.3221545389557329,0.2961935740692566,0.0612419734989341,16.328403780352115,0.309085072953414,0.2961935740692566,0.0612419734989341,0.20676334282868125,0.17615930601134577,0.41622784212716746,0.30908507295341403,0.311,0.945,0.316
1,4,Kelly Monaco,26.0,8.666666666666666,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,4,0.6666666666666666,92.0,0.2826086956521739,1.0,3.0,77.0,19.25,4,6.842105263157895,3,False,0.3333333333333333,0.3179730626906352,0.289476713738468,0.0888756165294788,11.251553434961352,0.3020758686792043,0.289476713738468,0.0888756165294788,0.30702164392323034,0.11528050534068957,0.46367292213624645,0.3020758686792043,0.348,0.917,0.366
1,4,Rachel Hunter,25.0,8.333333333333334,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3088235294117646,4,0.6666666666666666,92.0,0.2717391304347826,2.0,2.0,95.0,23.75,4,6.25,4,True,1.0591676767676776e-16,0.0250950105661677,0.092390998303879,0.1405764187423592,7.113518009835793,0.0964122146833476,0.092390998303879,0.1405764187423592,1.521538042916213,0.0,0.367920779038903,0.09641221468334761,0.052,0.219,0.893
1,5,Joey McIntyre,22.5,7.5,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,5,0.8333333333333334,73.0,0.3082191780821918,3.0,-1.833333333333332,105.5,21.1,3,6.666666666666667,1,False,0.3333333333333333,0.331481339970166,0.328293557890797,0.0176490057806761,56.657205239832734,0.3346344772352546,0.328293557890797,0.0176490057806761,0.053759829751355744,0.29370150656067184,0.36288560922092217,0.33463447723525463,0.331,1.0,0.669
1,5,John O'Hurley,27.0,9.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,5,0.8333333333333334,73.0,0.3698630136986301,1.0,2.666666666666668,118.0,23.6,3,2.0,2,False,0.3333333333333333,0.3323478636725696,0.3247078242646247,0.025176038179188,39.718730729281184,0.3309794859365884,0.3247078242646247,0.025176038179188,0.07753443649288375,0.2753627894334162,0.3740528590958332,0.3309794859365884,0.318,1.0,0.682
1,5,Kelly Monaco,23.5,7.833333333333333,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,5,0.8333333333333334,73.0,0.3219178082191781,2.0,-0.8333333333333321,100.5,20.1,3,6.842105263157895,3,False,0.3333333333333333,0.3326764519623615,0.3280498251294755,0.0170931376691535,58.49958736465001,0.334386036828157,0.3280498251294755,0.0170931376691535,0.052105309498053046,0.2945472752979346,0.3615523749610164,0.334386036828157,0.351,1.0,0.649
1,6,John O'Hurley,27.0,9.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,6,1.0,54.5,0.4954128440366973,2.0,-0.25,145.0,24.166666666666668,2,2.0,2,False,0.5,0.4980290865396075,0.4876660739968299,0.036878895796992,27.115044074543235,0.4999435063813534,0.4876660739968299,0.036878895796992,0.07562325485293393,0.41538343823472557,0.5599487097589342,0.49994350638135343,0.496,1.0,1.0
1,6,Kelly Monaco,27.5,9.166666666666666,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,6,1.0,54.5,0.5045871559633027,1.0,0.25,128.0,21.33333333333333,2,6.842105263157895,3,False,0.5,0.4980128723524405,0.487776286534285,0.0313431436833494,31.903886419816878,0.5000564936186466,0.487776286534285,0.0313431436833494,0.06425721083336498,0.4263437249149202,0.5492088481536498,0.5000564936186466,0.504,1.0,1.0
2,1,Drew Lachey,24.0,8.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2205882352941176,1,0.125,195.0,0.123076923076923,1.0,4.5,24.0,24.0,10,4.785340314136126,6,False,0.11,0.1110784152952499,0.1104256810656919,0.003087212624129,323.81190083439935,0.1156441036811376,0.1104256810656919,0.003087212624129,0.027957379065585538,0.10437474432239906,0.11647661780898473,0.1156441036811376,0.107,0.497,0.002
2,1,George Hamilton,18.0,6.0,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,1,0.125,195.0,0.0923076923076923,8.0,-1.5,18.0,18.0,10,5.379310344827586,0,False,0.11,0.1069579303143012,0.1026276074965735,0.0093157199444175,107.33391214567867,0.107477513992605,0.1026276074965735,0.0093157199444175,0.0907720658374359,0.0843687964055152,0.1208864185876318,0.10747751399260502,0.081,0.18,0.078
2,1,Giselle Fernandez,23.0,7.666666666666667,Jonathan Roberts,44,Eliminated Week 3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4411764705882353,1,0.125,195.0,0.1179487179487179,2.0,3.5,23.0,23.0,10,6.25,4,False,0.11,0.1090528798783321,0.1085289528282627,0.0075355950576325,132.68591351306247,0.1136577411355109,0.1085289528282627,0.0075355950576325,0.06943396081188492,0.093759186515303,0.12329871914122241,0.11365774113551097,0.198,0.42,0.023
2,1,Jerry Rice,21.0,7.0,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,1,0.125,195.0,0.1076923076923077,5.0,1.5,21.0,21.0,10,6.555555555555555,7,False,0.11,0.1109604432525538,0.1103411568332995,0.0026624536845748,375.4523706537222,0.115555585059382,0.1103411568332995,0.0026624536845748,0.024129289206176845,0.10512274761153288,0.1155595660550661,0.11555558505938203,0.081,0.493,0.0
2,1,Kenny Mayne,13.0,4.333333333333333,Andrea Hale,46,Eliminated Week 1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4705882352941177,1,0.125,195.0,0.0666666666666666,9.0,-6.5,13.0,13.0,10,10.0,8,True,0.01,0.0159514588623792,0.0255181714107389,0.0222887972942172,44.86357533002048,0.026724092003752,0.0255181714107389,0.0222887972942172,0.8734480592460213,0.0,0.0692042141074046,0.02672409200375205,0.0,0.0,0.996
2,1,Lisa Rinna,19.0,6.333333333333333,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,1,0.125,195.0,0.0974358974358974,7.0,-0.5,19.0,19.0,10,6.123076923076923,5,False,0.11,0.1100394559235567,0.1080663312707779,0.0052661773584688,189.85500808932431,0.1131732573194041,0.1080663312707779,0.0052661773584688,0.048730971955303355,0.09774462364817905,0.11838803889337675,0.11317325731940414,0.071,0.286,0.005
2,1,Master P,12.0,4.0,Ashly DelGrosso,35,Eliminated Week 4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3088235294117646,1,0.125,195.0,0.0615384615384615,10.0,-7.5,12.0,12.0,10,6.666666666666667,1,False,0.11,0.1023527030647532,0.0777751137710418,0.033487705164496,29.860814118910106,0.0814505578226861,0.0777751137710418,0.033487705164496,0.4305709569654729,0.012139211648629647,0.14341101589345395,0.0814505578226861,0.116,0.158,0.613
2,1,Stacy Keibler,22.0,7.333333333333333,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,1,0.125,195.0,0.1128205128205128,4.0,2.5,22.0,22.0,10,6.203389830508475,9,False,0.11,0.110452384788121,0.1108777906877277,0.0030029533074187,332.89465503020784,0.1161175787958153,0.1108777906877277,0.0030029533074187,0.02708345186887888,0.10499200220518705,0.11676357917026835,0.11611757879581537,0.111,0.54,0.0
2,1,Tatum O'Neal,23.0,7.666666666666667,Nick Kosovich,42,Eliminated Week 2,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,1,0.125,195.0,0.1179487179487179,2.0,3.5,23.0,23.0,10,8.333333333333334,10,False,0.11,0.1027941351559263,0.0953026479073168,0.0225104657849287,44.421807515950135,0.0998063963864005,0.0953026479073168,0.0225104657849287,0.2361997938065735,0.05118213496885655,0.13942316084577705,0.09980639638640058,0.179,0.235,0.253
2,1,Tia Carrere,20.0,6.666666666666667,Maksim Chmerkoskiy,39,Eliminated Week 5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3676470588235294,1,0.125,195.0,0.1025641025641025,6.0,0.5,20.0,20.0,10,4.8429752066115705,11,False,0.11,0.1090899326830652,0.1054116986011253,0.0064636226708291,154.68806934585527,0.110393173803306,0.1054116986011253,0.0064636226708291,0.06131788745087255,0.09274299816630026,0.11808039903595034,0.110393173803306,0.056,0.191,0.03
2,2,Drew Lachey,27.0,9.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2205882352941176,2,0.25,200.0,0.135,2.0,4.777777777777779,51.0,25.5,9,4.785340314136126,6,False,0.1249495153473344,0.1216596839063534,0.1204916255173371,0.005373703333086,186.05678081692906,0.1238772254068817,0.1204916255173371,0.005373703333086,0.044598147879686446,0.10995916698448853,0.13102408405018565,0.12387722540688174,0.088,0.41,0.026
2,2,George Hamilton,22.0,7.333333333333333,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,2,0.25,200.0,0.11,5.0,-0.2222222222222214,40.0,20.0,9,5.379310344827586,0,False,0.1249495153473344,0.1233357856754908,0.1224756149462804,0.0066252818203106,150.91419699881192,0.1259169614021332,0.1224756149462804,0.0066252818203106,0.05409470140824805,0.10949006257847162,0.13546116731408916,0.12591696140213327,0.168,0.539,0.016
2,2,Giselle Fernandez,24.0,8.0,Jonathan Roberts,44,Eliminated Week 3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4411764705882353,2,0.25,200.0,0.12,3.0,1.7777777777777786,47.0,23.5,9,6.25,4,False,0.1249495153473344,0.1177558551034113,0.1132940799412836,0.0145967032757912,68.50392702928809,0.1164774416304333,0.1132940799412836,0.0145967032757912,0.12883906452443206,0.08468454152073285,0.14190361836183435,0.11647744163043337,0.123,0.253,0.251
2,2,Jerry Rice,23.0,7.666666666666667,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,2,0.25,200.0,0.115,4.0,0.7777777777777786,44.0,22.0,9,6.555555555555555,7,False,0.1249495153473344,0.1214523831833934,0.1195515357131415,0.0059670845202574,167.5579487196791,0.1229107207549854,0.1195515357131415,0.0059670845202574,0.04991223646490957,0.107856050053437,0.131247021372846,0.12291072075498548,0.083,0.316,0.026
2,2,Lisa Rinna,20.0,6.666666666666667,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,2,0.25,200.0,0.1,7.0,-2.222222222222221,39.0,19.5,9,6.123076923076923,5,False,0.1249495153473344,0.1207125454447687,0.1149550197845568,0.0100019806646591,99.97020223512348,0.1181850509225233,0.1149550197845568,0.0100019806646591,0.08700777646251841,0.09535113768182496,0.13455890188728864,0.11818505092252331,0.068,0.224,0.161
2,2,Master P,16.0,5.333333333333333,Ashly DelGrosso,35,Eliminated Week 4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3088235294117646,2,0.25,200.0,0.08,9.0,-6.222222222222221,28.0,14.0,9,6.666666666666667,1,False,0.1249495153473344,0.1205756968060346,0.1065016194202869,0.0250849541781543,39.862944534548895,0.1094941250769872,0.1065016194202869,0.0250849541781543,0.23553589433379082,0.057335109231104464,0.15566812960946932,0.10949412507698723,0.178,0.271,0.49
2,2,Stacy Keibler,29.0,9.666666666666666,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,2,0.25,200.0,0.145,1.0,6.777777777777779,51.0,25.5,9,6.203389830508475,9,False,0.1249495153473344,0.1240458791299812,0.1227048197913833,0.0086099054588267,116.13180574116505,0.1261526064948046,0.1227048197913833,0.0086099054588267,0.07016762237591675,0.10582940509208297,0.13958023449068363,0.12615260649480467,0.228,0.526,0.044
2,2,Tatum O'Neal,17.0,5.666666666666667,Nick Kosovich,42,Eliminated Week 2,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,2,0.25,200.0,0.085,8.0,-5.222222222222221,40.0,20.0,9,8.333333333333334,10,True,0.0004038772213247,0.0126450726083818,0.0312467466257699,0.0352841295177838,28.340550641765315,0.0321247245057314,0.0312467466257699,0.0352841295177838,1.1292097043051572,0.0,0.10040364048062615,0.03212472450573148,0.002,0.005,0.982
2,2,Tia Carrere,22.0,7.333333333333333,Maksim Chmerkoskiy,39,Eliminated Week 5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3676470588235294,2,0.25,200.0,0.11,5.0,-0.2222222222222214,42.0,21.0,9,4.8429752066115705,11,False,0.1249495153473344,0.122056778488071,0.1214486531456107,0.0034778607130137,287.4504277389452,0.1248611438055193,0.1214486531456107,0.0034778607130137,0.02863647000550861,0.11463204614810384,0.12826526014311754,0.12486114380551937,0.062,0.456,0.004
2,3,Drew Lachey,27.0,9.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2205882352941176,3,0.375,182.0,0.1483516483516483,1.0,4.25,78.0,26.0,8,4.785340314136126,6,False,0.1428571428571428,0.1409077283578678,0.1390385709161077,0.0069950342596673,142.9381222109046,0.1440874946225226,0.1390385709161077,0.0069950342596673,0.05031002702040086,0.12532830376715978,0.1527488380650556,0.14408749462252265,0.099,0.514,0.014
2,3,George Hamilton,22.0,7.333333333333333,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,3,0.375,182.0,0.1208791208791208,5.0,-0.75,62.0,20.666666666666668,8,5.379310344827586,0,False,0.1428571428571428,0.1386589051767691,0.132060452106684,0.0151422341805939,66.03609163500245,0.1368559785777063,0.132060452106684,0.0151422341805939,0.11466138377567696,0.10238167311271995,0.16173923110064803,0.13685597857770634,0.124,0.33,0.11
