season,week,celebrity_name,total_judge_score,avg_judge_score,ballroom_partner,celebrity_age_during_season,results,placement,ind_Actor/Actress,ind_Astronaut,ind_Athlete,ind_Beauty Pagent,ind_Comedian,ind_Con artist,ind_Conservationist,ind_Entrepreneur,ind_Fashion Designer,ind_Fitness Instructor,ind_Journalist,ind_Magician,ind_Military,ind_Model,ind_Motivational Speaker,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Social media personality,ind_Sports Broadcaster,ind_TV Personality,age_scaled,cum_weeks,season_progress
1,3,Joey McIntyre,22.0,7.333333333333333,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,3,0.5
1,3,John O'Hurley,24.0,8.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,3,0.5
1,3,Kelly Monaco,21.0,7.0,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22058823529411764,3,0.5
1,3,Rachel Hunter,26.0,8.666666666666666,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.30882352941176466,3,0.5
1,4,Joey McIntyre,20.0,6.666666666666667,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,4,0.6666666666666666
1,4,John O'Hurley,21.0,7.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,4,0.6666666666666666
1,4,Kelly Monaco,26.0,8.666666666666666,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22058823529411764,4,0.6666666666666666
1,4,Rachel Hunter,25.0,8.333333333333334,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.30882352941176466,4,0.6666666666666666
1,5,Joey McIntyre,22.5,7.5,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,5,0.8333333333333334
1,5,John O'Hurley,27.0,9.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,5,0.8333333333333334
1,5,Kelly Monaco,23.5,7.833333333333333,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22058823529411764,5,0.8333333333333334
1,6,John O'Hurley,27.0,9.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,6,1.0
1,6,Kelly Monaco,27.5,9.166666666666666,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22058823529411764,6,1.0
2,1,Drew Lachey,24.0,8.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,1,0.125
2,1,George Hamilton,18.0,6.0,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,1,0.125
2,1,Giselle Fernandez,23.0,7.666666666666667,Jonathan Roberts,44,Eliminated Week 3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.44117647058823534,1,0.125
2,1,Jerry Rice,21.0,7.0,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,1,0.125
2,1,Kenny Mayne,13.0,4.333333333333333,Andrea Hale,46,Eliminated Week 1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4705882352941177,1,0.125
2,1,Lisa Rinna,19.0,6.333333333333333,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,1,0.125
2,1,Master P,12.0,4.0,Ashly DelGrosso,35,Eliminated Week 4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,1,0.125
2,1,Stacy Keibler,22.0,7.333333333333333,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,1,0.125
2,1,Tatum O'Neal,23.0,7.666666666666667,Nick Kosovich,42,Eliminated Week 2,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,1,0.125
2,1,Tia Carrere,20.0,6.666666666666667,Maksim Chmerkoskiy,39,Eliminated Week 5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3676470588235294,1,0.125
2,2,Drew Lachey,27.0,9.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,2,0.25
2,2,George Hamilton,22.0,7.333333333333333,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,2,0.25
2,2,Giselle Fernandez,24.0,8.0,Jonathan Roberts,44,Eliminated Week 3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.44117647058823534,2,0.25
2,2,Jerry Rice,23.0,7.666666666666667,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,2,0.25
2,2,Lisa Rinna,20.0,6.666666666666667,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,2,0.25
2,2,Master P,16.0,5.333333333333333,Ashly DelGrosso,35,Eliminated Week 4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,2,0.25
2,2,Stacy Keibler,29.0,9.666666666666666,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,2,0.25
2,2,Tatum O'Neal,17.0,5.666666666666667,Nick Kosovich,42,Eliminated Week 2,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,2,0.25
2,2,Tia Carrere,22.0,7.333333333333333,Maksim Chmerkoskiy,39,Eliminated Week 5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3676470588235294,2,0.25
2,3,Drew Lachey,27.0,9.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,3,0.375
2,3,George Hamilton,22.0,7.333333333333333,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,3,0.375
2,3,Giselle Fernandez,22.0,7.333333333333333,Jonathan Roberts,44,Eliminated Week 3,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.44117647058823534,3,0.375
2,3,Jerry Rice,19.0,6.333333333333333,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,3,0.375
2,3,Lisa Rinna,25.0,8.333333333333334,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,3,0.375
2,3,Master P,14.0,4.666666666666667,Ashly DelGrosso,35,Eliminated Week 4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,3,0.375
2,3,Stacy Keibler,27.0,9.0,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,3,0.375
2,3,Tia Carrere,26.0,8.666666666666666,Maksim Chmerkoskiy,39,Eliminated Week 5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3676470588235294,3,0.375
2,4,Drew Lachey,28.0,9.333333333333334,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,4,0.5
2,4,George Hamilton,21.0,7.0,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,4,0.5
2,4,Jerry Rice,24.0,8.0,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,4,0.5
2,4,Lisa Rinna,26.0,8.666666666666666,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,4,0.5
2,4,Master P,8.0,2.6666666666666665,Ashly DelGrosso,35,Eliminated Week 4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,4,0.5
2,4,Stacy Keibler,26.0,8.666666666666666,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,4,0.5
2,4,Tia Carrere,25.0,8.333333333333334,Maksim Chmerkoskiy,39,Eliminated Week 5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3676470588235294,4,0.5
2,5,Drew Lachey,27.0,9.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,5,0.625
2,5,George Hamilton,24.0,8.0,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,5,0.625
2,5,Jerry Rice,23.0,7.666666666666667,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,5,0.625
2,5,Lisa Rinna,25.0,8.333333333333334,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,5,0.625
2,5,Stacy Keibler,30.0,10.0,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,5,0.625
2,5,Tia Carrere,22.0,7.333333333333333,Maksim Chmerkoskiy,39,Eliminated Week 5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3676470588235294,5,0.625
2,6,Drew Lachey,30.0,10.0,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,6,0.75
2,6,George Hamilton,23.0,7.666666666666667,Edyta Sliwinska,66,Eliminated Week 6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,6,0.75
2,6,Jerry Rice,23.0,7.666666666666667,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,6,0.75
2,6,Lisa Rinna,27.0,9.0,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,6,0.75
2,6,Stacy Keibler,30.0,10.0,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,6,0.75
2,7,Drew Lachey,27.5,9.166666666666666,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,7,0.875
2,7,Jerry Rice,20.5,6.833333333333333,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,7,0.875
2,7,Lisa Rinna,26.5,8.833333333333334,Louis van Amstel,42,Eliminated Week 7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,7,0.875
2,7,Stacy Keibler,27.5,9.166666666666666,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,7,0.875
2,8,Drew Lachey,28.9998,9.6666,Cheryl Burke,29,1st Place,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.22058823529411764,8,1.0
2,8,Jerry Rice,26.666600000000003,8.888866666666667,Anna Trebunskaya,43,2nd Place,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4264705882352941,8,1.0
2,8,Stacy Keibler,28.6665,9.5555,Tony Dovolani,26,3rd Place,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1764705882352941,8,1.0
3,1,Emmitt Smith,24.0,8.0,Cheryl Burke,37,1st Place,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.338235294117647,1,0.1
3,1,Harry Hamlin,17.0,5.666666666666667,Ashly DelGrosso,54,Eliminated Week 3,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.588235294117647,1,0.1
3,1,Jerry Springer,16.0,5.333333333333333,Kym Johnson,62,Eliminated Week 7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7058823529411764,1,0.1
3,1,Joey Lawrence,21.0,7.0,Edyta Sliwinska,30,3rd Place,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23529411764705882,1,0.1
3,1,Mario Lopez,26.0,8.666666666666666,Karina Smirnoff,32,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2647058823529412,1,0.1
3,1,Monique Coleman,19.0,6.333333333333333,Louis van Amstel,25,Eliminated Week 8,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16176470588235292,1,0.1
3,1,Sara Evans,15.0,5.0,Tony Dovolani,35,Withdrew,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,1,0.1
3,1,Shanna Moakler,18.0,6.0,Jesse DeSoto,31,Eliminated Week 2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.25,1,0.1
3,1,Tucker Carlson,12.0,4.0,Elena Grinenko,37,Eliminated Week 1,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.338235294117647,1,0.1
3,1,Vivica A. Fox,22.0,7.333333333333333,Nick Kosovich,42,Eliminated Week 4,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,1,0.1
3,1,Willa Ford,22.0,7.333333333333333,Maksim Chmerkoskiy,25,Eliminated Week 5,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.16176470588235292,1,0.1
3,2,Emmitt Smith,24.0,8.0,Cheryl Burke,37,1st Place,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.338235294117647,2,0.2
3,2,Harry Hamlin,21.0,7.0,Ashly DelGrosso,54,Eliminated Week 3,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.588235294117647,2,0.2
3,2,Jerry Springer,19.0,6.333333333333333,Kym Johnson,62,Eliminated Week 7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7058823529411764,2,0.2
3,2,Joey Lawrence,29.0,9.666666666666666,Edyta Sliwinska,30,3rd Place,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23529411764705882,2,0.2
3,2,Mario Lopez,21.0,7.0,Karina Smirnoff,32,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2647058823529412,2,0.2
3,2,Monique Coleman,26.0,8.666666666666666,Louis van Amstel,25,Eliminated Week 8,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16176470588235292,2,0.2
3,2,Sara Evans,21.0,7.0,Tony Dovolani,35,Withdrew,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,2,0.2
3,2,Shanna Moakler,22.0,7.333333333333333,Jesse DeSoto,31,Eliminated Week 2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.25,2,0.2
3,2,Vivica A. Fox,24.0,8.0,Nick Kosovich,42,Eliminated Week 4,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,2,0.2
3,2,Willa Ford,23.0,7.666666666666667,Maksim Chmerkoskiy,25,Eliminated Week 5,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.16176470588235292,2,0.2
3,3,Emmitt Smith,19.0,6.333333333333333,Cheryl Burke,37,1st Place,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.338235294117647,3,0.3
3,3,Harry Hamlin,22.0,7.333333333333333,Ashly DelGrosso,54,Eliminated Week 3,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.588235294117647,3,0.3
3,3,Jerry Springer,21.0,7.0,Kym Johnson,62,Eliminated Week 7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7058823529411764,3,0.3
3,3,Joey Lawrence,22.0,7.333333333333333,Edyta Sliwinska,30,3rd Place,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23529411764705882,3,0.3
3,3,Mario Lopez,22.0,7.333333333333333,Karina Smirnoff,32,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2647058823529412,3,0.3
3,3,Monique Coleman,27.0,9.0,Louis van Amstel,25,Eliminated Week 8,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16176470588235292,3,0.3
3,3,Sara Evans,25.0,8.333333333333334,Tony Dovolani,35,Withdrew,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,3,0.3
3,3,Vivica A. Fox,27.0,9.0,Nick Kosovich,42,Eliminated Week 4,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,3,0.3
3,3,Willa Ford,22.0,7.333333333333333,Maksim Chmerkoskiy,25,Eliminated Week 5,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.16176470588235292,3,0.3
3,4,Emmitt Smith,24.0,8.0,Cheryl Burke,37,1st Place,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.338235294117647,4,0.4
3,4,Jerry Springer,22.0,7.333333333333333,Kym Johnson,62,Eliminated Week 7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7058823529411764,4,0.4
3,4,Joey Lawrence,27.0,9.0,Edyta Sliwinska,30,3rd Place,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23529411764705882,4,0.4
3,4,Mario Lopez,29.0,9.666666666666666,Karina Smirnoff,32,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2647058823529412,4,0.4
3,4,Monique Coleman,24.0,8.0,Louis van Amstel,25,Eliminated Week 8,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16176470588235292,4,0.4
3,4,Sara Evans,20.0,6.666666666666667,Tony Dovolani,35,Withdrew,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30882352941176466,4,0.4
3,4,Vivica A. Fox,24.0,8.0,Nick Kosovich,42,Eliminated Week 4,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,4,0.4
3,4,Willa Ford,28.0,9.333333333333334,Maksim Chmerkoskiy,25,Eliminated Week 5,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.16176470588235292,4,0.4
3,5,Emmitt Smith,27.0,9.0,Cheryl Burke,37,1st Place,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.338235294117647,5,0.5
3,5,Jerry Springer,24.0,8.0,Kym Johnson,62,Eliminated Week 7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7058823529411764,5,0.5
3,5,Joey Lawrence,25.0,8.333333333333334,Edyta Sliwinska,30,3rd Place,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23529411764705882,5,0.5
