season,week,celebrity_name,fan_vote_normalized,fan_vote_est_std,certainty
2,1,Tatum O'Neal,0.0998063963864005,0.0225104657849287,44.4218075159501
2,1,Master P,0.0814505578226861,0.033487705164496,29.86081411891003
2,1,Kenny Mayne,0.026724092003752,0.0222887972942172,44.86357533002041
2,2,Stacy Keibler,0.1261526064948046,0.0086099054588267,116.1318057411645
2,2,George Hamilton,0.1259169614021332,0.0066252818203106,150.91419699881138
2,2,Tia Carrere,0.1248611438055193,0.0034778607130137,287.4504277389445
2,2,Drew Lachey,0.1238772254068817,0.005373703333086,186.05678081692835
2,2,Jerry Rice,0.1229107207549854,0.0059670845202574,167.55794871967754
2,2,Lisa Rinna,0.1181850509225233,0.0100019806646591,99.9702022351226
2,2,Giselle Fernandez,0.1164774416304333,0.0145967032757912,68.50392702928764
2,2,Master P,0.1094941250769872,0.0250849541781543,39.86294453454882
2,2,Tatum O'Neal,0.0321247245057314,0.0352841295177838,28.34055064176531
2,3,Tia Carrere,0.1483890853907812,0.0039538441494179,252.85446460568707
2,3,Drew Lachey,0.1440874946225226,0.0069950342596673,142.93812221090346
2,3,Lisa Rinna,0.1430298106535176,0.011004348494321,90.86490995864578
2,3,Stacy Keibler,0.1427557188311714,0.008892000066041,112.44799196826864
2,3,George Hamilton,0.1368559785777063,0.0151422341805939,66.03609163500244
2,3,Jerry Rice,0.1263495041766506,0.0213658417914188,46.801488482102606
2,3,Master P,0.1013426559611217,0.0529529069875186,18.884347858142046
2,3,Giselle Fernandez,0.0571897517865283,0.0534280670958184,18.716403904388272
2,4,Drew Lachey,0.1770768708800826,0.01991281381384,50.21639799127782
2,4,Jerry Rice,0.1654158396734734,0.0118808637726238,84.16188058846701
2,4,Lisa Rinna,0.1590727896339523,0.0151118257169464,66.16896262349348
2,4,Stacy Keibler,0.1585606337369762,0.0127267609599409,78.56841459761651
2,4,Tia Carrere,0.1585104059977944,0.01087160318819,91.9742937998704
2,4,George Hamilton,0.1558230884530303,0.0207917103702043,48.09377816530279
2,4,Master P,0.0255403716246907,0.0222865035065391,44.86819260428165
2,5,Stacy Keibler,0.2069300737214895,0.0170362116177869,58.69505071804083
2,5,Drew Lachey,0.2001293231656335,0.0079716283003754,125.42915113111478
2,5,Lisa Rinna,0.1779669939462403,0.0332544771377314,30.07023462205588
2,5,Jerry Rice,0.1734864386366198,0.0369168395353626,27.087175538593605
2,5,George Hamilton,0.1578698419344835,0.0587727107884656,17.014409786020366
2,5,Tia Carrere,0.0836173285955333,0.0683124494103981,14.638405886847051
2,6,Drew Lachey,0.2388893128901313,0.0054506324966763,183.4312933987493
2,6,Stacy Keibler,0.2374600691456558,0.0132609758306792,75.40354565318036
2,6,Lisa Rinna,0.2245801103427137,0.0208257110868346,48.01526250739301
2,6,Jerry Rice,0.2082986772444385,0.0515033692292829,19.41582850084584
2,6,George Hamilton,0.0907718303770605,0.0918066033667073,10.89234402520778
2,7,Drew Lachey,0.3153905871052128,0.0559297887370713,17.87924008547357
2,7,Stacy Keibler,0.307806990651467,0.064512232856326,15.500695837504326
2,7,Jerry Rice,0.2548414344926797,0.113366637826744,8.820859454867241
2,7,Lisa Rinna,0.1219609877506402,0.1458826800815445,6.854776349493174
2,8,Drew Lachey,0.3364897069717041,0.0034123016370455,292.97147053946367
2,8,Stacy Keibler,0.3362188253457857,0.0036613632700437,273.0477361924948
2,8,Jerry Rice,0.3272914676825101,0.0144162070347476,69.36156202722529
3,1,Emmitt Smith,0.099056508848269,0.0019400621686949,515.1818504980397
3,1,Joey Lawrence,0.0987931539169457,0.0024413990841297,409.4334977841355
3,1,Mario Lopez,0.0985175539767272,0.0086033458768662,116.2203396179845
3,1,Willa Ford,0.0978002878370443,0.0020396586242555,490.0378672424071
3,1,Vivica A. Fox,0.0973397006571443,0.0052359880916362,190.9494508106793
3,1,Jerry Springer,0.0958402111600065,0.0072609485062936,137.7040885284903
3,1,Monique Coleman,0.0956475880637822,0.0024742351645803,404.0020173879356
3,1,Harry Hamlin,0.0949033262129084,0.0068334137745713,146.31832853326384
3,1,Sara Evans,0.0939149705033876,0.0056847523942936,175.87821815871308
3,1,Shanna Moakler,0.0875017745022157,0.0138574789612755,72.1579909883529
3,1,Tucker Carlson,0.0406849243215686,0.0319860430004297,31.262658445376285
3,2,Joey Lawrence,0.1155232645475986,0.0032390836579488,308.6340062691604
3,2,Monique Coleman,0.1152539317459898,0.0020010403904842,499.4904222477256
3,2,Emmitt Smith,0.1141697298024786,0.0019356421294631,516.3576609155045
3,2,Willa Ford,0.1124832009044169,0.0036299346427158,275.41118152764034
3,2,Vivica A. Fox,0.1068471891424828,0.0097341377919498,102.72068268277812
3,2,Jerry Springer,0.1060936200452167,0.0115710071957594,86.4154319197495
3,2,Mario Lopez,0.1045858742929655,0.0044715108813298,223.58805300495027
3,2,Sara Evans,0.102235236111555,0.007925118143918,126.16516456638136
3,2,Harry Hamlin,0.0904759917039387,0.0199260927297746,50.18293504028411
3,2,Shanna Moakler,0.0323319617033569,0.0275409841600135,36.30820474625918
3,3,Monique Coleman,0.1252556071334409,0.0044728475014631,223.5212531658611
3,3,Sara Evans,0.1218342764216943,0.0048466243049736,206.28661321258184
3,3,Joey Lawrence,0.1204313996783445,0.007749621269688,129.0219151735496
3,3,Mario Lopez,0.1178599993530343,0.0067810089251784,147.44893600588813
3,3,Jerry Springer,0.1178331152134907,0.0117725339936826,84.93626472192376
3,3,Vivica A. Fox,0.1171734990438269,0.0162681857064187,61.46589128953542
3,3,Willa Ford,0.1168799355490063,0.0087658773605194,114.0656996644416
3,3,Emmitt Smith,0.105160810742729,0.0187812516382227,53.24175286657072
3,3,Harry Hamlin,0.0575713568644329,0.0410484617030863,24.360855380591094
3,4,Joey Lawrence,0.1453829836672672,0.0040077628054287,249.4535218311684
3,4,Mario Lopez,0.144125189137956,0.008009603406425,124.83454107813309
3,4,Willa Ford,0.142187612501028,0.008624210592869,115.9391981485948
3,4,Emmitt Smith,0.1335042106564494,0.0125190931102843,79.87161047377325
3,4,Jerry Springer,0.1332683192901883,0.0167975994575536,59.528772176917386
3,4,Monique Coleman,0.1323972010073673,0.0124170494125542,80.52794499183007
3,4,Sara Evans,0.1274161216705833,0.017519380858048,57.07638481732248
3,4,Vivica A. Fox,0.0417183620691604,0.0329952917004456,30.306435919479178
3,5,Sara Evans,0.1556238826107039,0.0102386364626561,97.65971708536657
3,5,Mario Lopez,0.1542085930506272,0.0165792253632035,60.3128110803184
3,5,Joey Lawrence,0.1540437926369109,0.0135167479301274,73.97681959812765
3,5,Jerry Springer,0.1537583313574929,0.0172052324018047,58.1184757155268
3,5,Emmitt Smith,0.1516909878017173,0.0219747114060583,45.50478396455081
3,5,Monique Coleman,0.1423936842405165,0.0312896334562837,31.958445373025203
3,5,Willa Ford,0.088280728302031,0.0590188667056985,16.943447279989318
3,6,Emmitt Smith,0.2221465887317288,0.0182636470536489,54.75057892236789
3,6,Mario Lopez,0.2159265487955601,0.0238535258460497,41.92076616629109
3,6,Joey Lawrence,0.2099293281355172,0.0188330955642517,53.09519624069777
3,6,Monique Coleman,0.2099033991392354,0.0161929287801407,61.75153747905454
3,6,Jerry Springer,0.1420941351979583,0.0759169833320473,13.172109638716767
3,7,Joey Lawrence,0.244560113341082,0.0158523025597248,63.07833943322897
3,7,Emmitt Smith,0.2432962382707303,0.0094856451457207,105.41134243342891
3,7,Mario Lopez,0.2321429245791674,0.0255596396720846,39.122651577930704
3,7,Monique Coleman,0.2257115411744515,0.0328271611693239,30.461651349952632
3,7,Jerry Springer,0.0542891826345684,0.0692249629636667,14.445447303128892
3,8,Mario Lopez,0.3140696008736595,0.0251329951830806,39.78675068232551
3,8,Joey Lawrence,0.3002151614813048,0.0409629241220224,24.411723765067595
3,8,Emmitt Smith,0.2977266320567732,0.0471380776807013,21.21382193290977
3,8,Monique Coleman,0.0879886055882623,0.1095628814029344,9.1270954186296
3,9,Joey Lawrence,0.3347028840776805,0.0051579667941716,193.8372623622521
3,9,Mario Lopez,0.3331942199095414,0.0023194292963297,430.9547382381902
3,9,Emmitt Smith,0.3321028960127779,0.0035853341119076,278.8362625444543
3,10,Mario Lopez,0.5005904682884289,0.0276926809740334,36.10932042358812
3,10,Emmitt Smith,0.4994095317115711,0.0288585065041538,34.650627163567925
4,1,John Ratzenberger,0.0981948202815237,0.0043788730293888,228.31712090510888
4,1,Ian Ziering,0.0956155392204313,0.0016026288896986,623.5856727349964
4,1,Laila Ali,0.0955561147667499,0.0027102372056431,368.8353043837743
4,1,Joey Fatone,0.0944535416502498,0.0023242495678786,430.0613636549542
4,1,Apolo Anton Ohno,0.0929764087261921,0.0016011970293159,624.142962259108
4,1,Leeza Gibbons,0.0918222422430338,0.004857507896005,205.82450855380088
4,1,Clyde Drexler,0.0898720860346759,0.0039427760612757,253.56409300697584
4,1,Heather Mills,0.0874608673836485,0.0086001881883561,116.26300670339388
4,1,Shandi Finnessey,0.0863566085434752,0.0089897390095377,111.22556209663782
4,1,Paulina Porizkova,0.0839566823368139,0.0117749848799656,84.91858729381393
4,1,Billy Ray Cyrus,0.0837350888132053,0.0113269736677165,88.277041360882
4,2,Laila Ali,0.1006977459022466,0.0011809268497797,846.0760496187467
4,2,Joey Fatone,0.0998135475340077,0.0015298777296412,653.2200322976538
4,2,Heather Mills,0.0985128096766153,0.004769384865218,209.62669223844537
4,2,John Ratzenberger,0.0983359228635966,0.007544758638407,132.5247795377549
4,2,Apolo Anton Ohno,0.0976645844626111,0.0050127583262166,199.4511771281549
4,2,Ian Ziering,0.0961635608008083,0.0026614544841466,375.59327528580303
4,2,Leeza Gibbons,0.0934496781910743,0.005326598862352,187.7018194944409
4,2,Billy Ray Cyrus,0.0933142631474604,0.0055465672817332,180.25919276233765
4,2,Clyde Drexler,0.0890728752867405,0.0135712871752016,73.67954914976562
4,2,Shandi Finnessey,0.0881839013983465,0.0134682552341516,74.24315469681456
4,2,Paulina Porizkova,0.0447911107364921,0.0292644582488948,34.16997579519414
4,3,Laila Ali,0.1128760674804662,0.0019441409014478,514.1015744698389
4,3,Ian Ziering,0.1125552346207664,0.0010837011331861,921.9129301199072
4,3,Leeza Gibbons,0.1114776924988754,0.00339783566114,294.2184029175956
4,3,Joey Fatone,0.1102878060071942,0.0048204255616345,207.40753688230487
4,3,Billy Ray Cyrus,0.1102006521808571,0.0032900157737768,303.85755302909763
4,3,Apolo Anton Ohno,0.1089729502896289,0.0025752452821212,388.1617976905551
4,3,Heather Mills,0.1084999981112445,0.008012681030021,124.78659884936442
4,3,John Ratzenberger,0.1065978869794018,0.0065543895945591,152.5462347546783
4,3,Clyde Drexler,0.0846100723590388,0.028507174419038,35.07765826394656
4,3,Shandi Finnessey,0.0339216394725261,0.0289686651542131,34.51886636164885
4,4,Ian Ziering,0.129374621058133,0.0023021386641094,434.1900970112363
4,4,Joey Fatone,0.1290248195849947,0.0034454527571385,290.15340422953244
4,4,Apolo Anton Ohno,0.126391907556233,0.002822461534737,354.17518096031887
4,4,Laila Ali,0.1246906412721598,0.0015205049914421,657.2439825203268
4,4,Billy Ray Cyrus,0.1233474640091539,0.0061584625895875,162.3518262275808
4,4,Heather Mills,0.1175798151201875,0.0127567482755745,78.38373813304977
4,4,Clyde Drexler,0.1028305342697253,0.0303684676551726,32.92780799961356
4,4,John Ratzenberger,0.0968651945146519,0.0309896624770777,32.26778390877091
4,4,Leeza Gibbons,0.0498950026147605,0.0319995714686009,31.249441935160487
4,5,Apolo Anton Ohno,0.1531055189903794,0.0087931297240632,113.71221842039893
4,5,Laila Ali,0.1487812592955118,0.0048478195840833,206.23576164446132
4,5,Joey Fatone,0.1475561979906604,0.0031945703770996,312.93317999387267
4,5,Ian Ziering,0.1460769664450782,0.0026944135241311,371.000587125994
4,5,Billy Ray Cyrus,0.1361217744795536,0.0105113818078374,95.12592086927997
4,5,John Ratzenberger,0.1316551641623095,0.0186842760992431,53.51807458924861
4,5,Heather Mills,0.1069839169447961,0.0412543737630631,24.239266519391524
4,5,Clyde Drexler,0.0297192016917108,0.0278751021102174,35.87302112921559
4,6,Joey Fatone,0.1630944818224432,0.0059649447027587,167.61804706932517
4,6,Laila Ali,0.1612529511758374,0.0130682420129883,76.51553158218299
4,6,Apolo Anton Ohno,0.1592246219128888,0.0179961118677953,55.56447097433649
4,6,Ian Ziering,0.1570616176128954,0.0105827243659217,94.4846979594325
4,6,Billy Ray Cyrus,0.1515047244786829,0.0219272920495031,45.60318686665149
4,6,John Ratzenberger,0.1476435360298441,0.026349933290031,37.94932001054835
4,6,Heather Mills,0.0602180669674079,0.056058371082272,17.83823080234724
4,7,Apolo Anton Ohno,0.2033074581691853,0.0048890401616424,204.49729796577256
4,7,Ian Ziering,0.1990638341383162,0.0143365587937304,69.74688051059849
4,7,Joey Fatone,0.1966121765450941,0.0143081263871338,69.88546840281994
4,7,Laila Ali,0.1953476044570574,0.0147035821354077,68.00601273748939
4,7,Billy Ray Cyrus,0.1569361297182064,0.0484596740247513,20.635288718626747
4,7,John Ratzenberger,0.0487327969721405,0.0550391211789638,18.168564650293625
4,8,Apolo Anton Ohno,0.2510123040823349,0.0116131968844064,86.10151954136617
4,8,Joey Fatone,0.2495141992071146,0.0051830120247229,192.90078711834136
4,8,Laila Ali,0.2443262836019765,0.015627011636075,63.98766671581193
4,8,Ian Ziering,0.201814152717932,0.06009057381437,16.64126825982488
4,8,Billy Ray Cyrus,0.0533330603906419,0.0535432227982164,18.67615118382686
4,9,Laila Ali,0.3025556469405416,0.0182317854915942,54.8462548665986
4,9,Joey Fatone,0.2967414084093743,0.0327653799394,30.519086998608145
4,9,Apolo Anton Ohno,0.2811049214806118,0.0614412674226455,16.27544102696044
4,9,Ian Ziering,0.1195980231694722,0.1325645324376305,7.543438943833159
4,10,Joey Fatone,0.3333769083470674,0.0017396867984459,574.4858873478935
4,10,Apolo Anton Ohno,0.3333709538956108,0.0014686480019307,680.435042055122
4,10,Laila Ali,0.3332521377573217,0.0032862261781916,304.2078475263603
5,1,Cameron Mathison,0.0920196996490808,0.0019599835192768,509.9481918995211
5,1,Jane Seymour,0.0906335881194799,0.0011552371485099,864.8744777736306
5,1,Wayne Newton,0.0900252083306403,0.0036800478255609,271.6617787620303
5,1,Mark Cuban,0.0898384297028681,0.0011863083832739,842.241168417067
5,1,Marie Osmond,0.0896497056382464,0.0024076767810503,415.1657075234236
5,1,Jennie Garth,0.0894048860110627,0.0016594207628816,602.2569835036938
5,1,Mel B,0.0890546270199601,0.0015493289646339,645.0243934106817
5,1,Helio Castroneves,0.0885682322755329,0.0030186052011849,331.16912091938104
5,1,Sabrina Bryan,0.087203221230648,0.0024792439675696,403.1861434098769
5,1,Floyd Mayweather Jr. ,0.0826716704818075,0.0077877799861154,128.38981224050917
5,1,Albert Reed,0.0825562970196339,0.014202864232305,70.4033764083448
5,1,Josie Maran,0.0283744345210388,0.0237644433477559,42.07790216101414
5,2,Mel B,0.0999437629983259,0.0015421258681284,648.0352773897929
5,2,Sabrina Bryan,0.0992345278092018,0.0036396061385593,274.6795346545571
5,2,Helio Castroneves,0.0983562013370688,0.0046704357413559,214.06694972747923
5,2,Marie Osmond,0.0981923912065537,0.0035696803550441,280.0586724564501
5,2,Cameron Mathison,0.0964881641045616,0.0029844772533897,334.9548213320242
5,2,Jane Seymour,0.0963239801973759,0.0036800180093568,271.66397921936067
5,2,Floyd Mayweather Jr. ,0.0937215252052631,0.0047486050860557,210.5438203559009
5,2,Mark Cuban,0.0931488281408176,0.004980402384544,200.7466819188772
5,2,Jennie Garth,0.0930213123279964,0.0050702527020711,197.189936835841
5,2,Wayne Newton,0.0835967729303692,0.0203959419998057,49.0269570806017
5,2,Albert Reed,0.0479725337424654,0.0324105508012129,30.85319817410825
5,3,Jennie Garth,0.1109173513858887,0.0014580033248898,685.3993976165193
5,3,Jane Seymour,0.1106662108240673,0.0016831376741273,593.7756843532129
5,3,Marie Osmond,0.1104700086303964,0.0023565857045579,424.1627348124256
5,3,Cameron Mathison,0.1095350505583961,0.0047211546111748,211.7677378952248
5,3,Mel B,0.1088969493002378,0.0021234191380376,470.7169042563344
5,3,Sabrina Bryan,0.1084078502506903,0.0016065012110689,622.0835126680956
5,3,Helio Castroneves,0.1050558314315086,0.0089950921029274,111.15937771186078
5,3,Floyd Mayweather Jr. ,0.0977087767773314,0.009642615521896,103.6955483894473
5,3,Mark Cuban,0.0965464546838558,0.0123931724710425,80.68307927264831
5,3,Wayne Newton,0.0417955161576272,0.0310394400063033,32.21603816817452
5,4,Cameron Mathison,0.1186606616023907,0.0030859484664652,323.9445072904187
5,4,Sabrina Bryan,0.1181515551645552,0.0022815661212421,438.1034094450681
5,4,Jane Seymour,0.1170881451933908,0.0031151187665219,320.9120302934264
5,4,Mel B,0.11677714292451,0.0027592605577124,362.2846391098449
5,4,Jennie Garth,0.1162340876311005,0.0035258613459487,283.5382233408962
5,4,Helio Castroneves,0.1160752923967714,0.0046234957736451,216.2397910922472
5,4,Marie Osmond,0.1147510641802575,0.0052618820496368,190.00995853004176
5,4,Mark Cuban,0.1089791625933693,0.0111256271901038,89.87449502122352
5,4,Floyd Mayweather Jr. ,0.0732828883136541,0.0339664104045104,29.439983445638624
5,5,Cameron Mathison,0.1402493643812348,0.0037313930636323,267.9246218046508
5,5,Jennie Garth,0.1395304605746336,0.0053363009498905,187.3606171712155
5,5,Mel B,0.1375590199444858,0.005444106552553,183.651135262198
5,5,Sabrina Bryan,0.1371120670582433,0.0069061918552558,144.77663585369626
5,5,Jane Seymour,0.1361445352858046,0.0056890469452443,175.74547444389307
5,5,Helio Castroneves,0.1338644427885841,0.0046747971662857,213.8672753408485
5,5,Marie Osmond,0.109786693432068,0.0359414174763874,27.82227991917784
5,5,Mark Cuban,0.0657534165349455,0.0458281222242153,21.82018662953177
5,6,Mel B,0.1655804668261971,0.0049289110693069,202.8434156197835
5,6,Helio Castroneves,0.1597161128982319,0.0035067468798221,285.0832840169756
5,6,Jennie Garth,0.1578638816838086,0.0075575212854056,132.30100997808202
5,6,Cameron Mathison,0.1502726303816601,0.022068282685563,45.311848792175056
5,6,Marie Osmond,0.1463162813794568,0.0210121917759647,47.58915307401418
5,6,Jane Seymour,0.1270356902016277,0.0426159568440232,23.46483827223912
5,6,Sabrina Bryan,0.0932149366290175,0.0599093068443351,16.69161873262139
5,7,Marie Osmond,0.2024202885304851,0.0159386772965418,62.73652730830064
5,7,Mel B,0.2009772447786242,0.0050733418922141,197.06989029145905
5,7,Helio Castroneves,0.197329322388741,0.009012608212798,110.94336212440837
5,7,Jennie Garth,0.1903650293065611,0.0145543291110313,68.70335891217381
5,7,Cameron Mathison,0.1585299725117544,0.0504665228321893,19.814723288977778
5,7,Jane Seymour,0.0503781424838339,0.0498501791869481,20.059706035234896
5,8,Mel B,0.2493818287699152,0.0025922817576623,385.61178207701977
5,8,Helio Castroneves,0.248476947295458,0.00362542739576,275.7534870735779
5,8,Jennie Garth,0.2142787613444196,0.0533848595962824,18.731551904610264
5,8,Marie Osmond,0.2079707365137212,0.0583298710643885,17.143580778969493
5,8,Cameron Mathison,0.0798917260764858,0.0932410562983101,10.724774202755585
5,9,Mel B,0.3183507587618326,0.0185681332182582,53.85280983480372
5,9,Helio Castroneves,0.3114350585563067,0.0452599024925597,22.094124176255352
5,9,Marie Osmond,0.2579945406864083,0.0971151653217747,10.296946926257869
5,9,Jennie Garth,0.1122196419954524,0.1270210820107821,7.872646898632285
5,10,Helio Castroneves,0.3349252105437061,0.0031252221152956,319.8749043157528
5,10,Mel B,0.334460880940299,0.0044992858414859,222.20810748985824
5,10,Marie Osmond,0.3306139085159948,0.0109240318555497,91.53291388271953
6,1,Kristi Yamaguchi,0.088888383391207,0.0040414516924777,247.37463204836976
6,1,Cristian de la Fuente,0.0867244670493118,0.0012215575628539,817.9573955320104
6,1,Priscilla Presley,0.0866028649324742,0.0024187266917548,413.2698140692811
6,1,Mario,0.086479339823338,0.0011796257150576,847.0084864712061
6,1,Marissa Jaret Winokur,0.0862626515068433,0.0017815279064294,561.0010347625308
6,1,Jason Taylor,0.0860709783780435,0.0016452853790114,607.4281001028197
6,1,Shannon Elizabeth,0.08519536406554,0.0011431273199541,874.0286002785703
6,1,Marlee Matlin,0.084781994787605,0.0022911433570242,436.2728870929924
6,1,Steve Guttenberg,0.0842546105463871,0.0028658393441961,348.8161978886228
6,1,Adam Carolla,0.0793487271431456,0.008485791398601,117.83016136874107
6,1,Monica Seles,0.0778183007791958,0.0090590517040527,110.37464604674146
6,1,Penn Jillette,0.0675723175969083,0.0215876924335087,46.32054502976084
6,2,Priscilla Presley,0.0979175501546347,0.0027047327341865,369.5856532188666
6,2,Jason Taylor,0.0975566656073113,0.0033842817064997,295.3963914081386
6,2,Marlee Matlin,0.0959338767161583,0.0030017092354782,333.03257877406
6,2,Mario,0.0955064242098242,0.0026182476768641,381.7890185922476
6,2,Shannon Elizabeth,0.0955009196977087,0.001845764139031,541.4876642150141
6,2,Kristi Yamaguchi,0.0954428252126481,0.0030542756407903,327.30271097284884
6,2,Marissa Jaret Winokur,0.0953029312718229,0.0021419738797935,466.6412453409465
6,2,Cristian de la Fuente,0.0934408010849338,0.0042490499349008,235.2913531175548
6,2,Adam Carolla,0.0820201968088674,0.0231999018211401,43.101772840951455
6,2,Steve Guttenberg,0.0807307337174401,0.0176513649702158,56.64963316174703
6,2,Penn Jillette,0.0402170668988692,0.0285282360161114,35.051762319722286
6,2,Monica Seles,0.0304300086197807,0.0225060588507016,44.430505408698735
6,3,Cristian de la Fuente,0.1125712783544129,0.0016128402919614,619.6400009226618
6,3,Jason Taylor,0.1115588179020749,0.0024105988942989,414.662654873492
6,3,Priscilla Presley,0.1110604330412494,0.0029900068621852,334.33557530169224
6,3,Kristi Yamaguchi,0.1084133896251712,0.0016530187981626,604.5880500940261
6,3,Shannon Elizabeth,0.1076825323475518,0.0024100332147469,414.7599435310794
6,3,Marissa Jaret Winokur,0.1007347094218858,0.0069412109198689,144.04632926636543
6,3,Mario,0.1002988430655836,0.0066348871507054,150.69575134256064
6,3,Adam Carolla,0.0977797350382461,0.0138458891994829,72.21838678663924
6,3,Marlee Matlin,0.0915697516116382,0.0132036517278531,75.73088791813069
6,3,Steve Guttenberg,0.0583305095921855,0.0277373404587338,36.0511834328262
6,4,Jason Taylor,0.1250038804154961,0.0032822164375388,304.57937179116
6,4,Shannon Elizabeth,0.1245466757024635,0.0026623870427494,375.4617650192144
6,4,Cristian de la Fuente,0.1239998392187573,0.0015549654305381,642.6878003672367
6,4,Kristi Yamaguchi,0.1235821213992193,0.0018398871633092,543.2163469499966
6,4,Mario,0.12050531562537,0.0038033291718762,262.8584317552126
6,4,Marissa Jaret Winokur,0.1198170244951834,0.0049673059323625,201.2758500812513
6,4,Marlee Matlin,0.1123768581887608,0.0103521887243314,96.58859957317908
6,4,Priscilla Presley,0.1105772419482308,0.0138662126198507,72.11254542737083
6,4,Adam Carolla,0.0395910430065184,0.0321113480370632,31.14066896776984
6,5,Kristi Yamaguchi,0.1420244178059614,0.0028120686519499,355.4836812485305
6,5,Jason Taylor,0.1392299899260842,0.0062675974745987,159.52531711473637
6,5,Shannon Elizabeth,0.1370472667057693,0.0043664139804661,228.96844779831403
6,5,Mario,0.1363979321939611,0.0075218244366643,132.92879667990812
6,5,Cristian de la Fuente,0.1356907799206273,0.0045435147557743,220.0454952268272
6,5,Marissa Jaret Winokur,0.1335687276018825,0.0104435086689987,95.74409210537452
6,5,Marlee Matlin,0.1169777001245778,0.0209763694588118,47.67041939950845
6,5,Priscilla Presley,0.0590631857211362,0.0462172032286136,21.636496664606405
6,6,Kristi Yamaguchi,0.1649113876192058,0.0072958835439942,137.0448074127553
6,6,Cristian de la Fuente,0.1602281613393415,0.0067902061231912,147.2492487873553
6,6,Marissa Jaret Winokur,0.1591735654885679,0.0051832938706742,192.89029999951296
6,6,Mario,0.1577488590940078,0.008937645254224,111.873776345184
6,6,Jason Taylor,0.1576014053908987,0.006913531300921,144.6229623498557
6,6,Shannon Elizabeth,0.1568841698670793,0.0079481353737026,125.79984526470702
6,6,Marlee Matlin,0.0434524512008989,0.0334294193049296,29.91287638000225
6,7,Kristi Yamaguchi,0.1981255516753587,0.0083951594661925,119.10207327844756
6,7,Marissa Jaret Winokur,0.1923992867367276,0.0111329606174434,89.81529882846118
6,7,Jason Taylor,0.1922045936597874,0.0149829651835433,66.738008781433
6,7,Cristian de la Fuente,0.1745024448731765,0.0285801771583766,34.98806205422225
6,7,Mario,0.1670086305473354,0.0402703685977806,24.83153751211497
6,7,Shannon Elizabeth,0.0757594925076143,0.0682204204064087,14.65815273330281
6,8,Kristi Yamaguchi,0.2474777057297573,0.0175922952943871,56.83983490682584
6,8,Cristian de la Fuente,0.2427659367864879,0.0216428047960259,46.20259743719412
6,8,Jason Taylor,0.2109131591578464,0.0594711032573424,16.814606264602546
6,8,Marissa Jaret Winokur,0.2092536835920365,0.0522221274592391,19.14860424206713
6,8,Mario,0.0895895147338717,0.0838158921426021,11.930769257092557
6,9,Kristi Yamaguchi,0.3235915796040599,0.0299960182877944,33.33664667620956
