season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_age_during_season,results,placement,eliminated_week_num,total_judge_score,judge_count,is_eliminated,max_week,is_final
2,3,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,14.0,3,False,7,False
2,4,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,26.0,3,False,7,False
2,4,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,25.0,3,False,7,False
2,4,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,21.0,3,False,7,False
2,4,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,8.0,3,True,7,False
2,5,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,25.0,3,False,7,False
2,5,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,24.0,3,False,7,False
2,5,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,22.0,3,True,7,False
2,6,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,27.0,3,False,7,False
2,6,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,23.0,3,True,7,False
2,7,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,26.5,3,True,7,True
3,1,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,22.0,3,False,8,False
3,1,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,25,Eliminated Week 5,7,5.0,22.0,3,False,8,False
3,1,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,19.0,3,False,8,False
3,1,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,18.0,3,False,8,False
3,1,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,17.0,3,False,8,False
3,1,Jerry Springer,Kym Johnson,TV Personality,62,Eliminated Week 7,5,7.0,16.0,3,False,8,False
3,1,Tucker Carlson,Elena Grinenko,TV Personality,37,Eliminated Week 1,11,1.0,12.0,3,True,8,False
3,2,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,26.0,3,False,8,False
3,2,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,24.0,3,False,8,False
3,2,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,25,Eliminated Week 5,7,5.0,23.0,3,False,8,False
3,2,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,22.0,3,True,8,False
3,2,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,21.0,3,False,8,False
3,2,Jerry Springer,Kym Johnson,TV Personality,62,Eliminated Week 7,5,7.0,19.0,3,False,8,False
3,3,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,27.0,3,False,8,False
3,3,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,27.0,3,False,8,False
3,3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,22.0,3,True,8,False
3,3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,25,Eliminated Week 5,7,5.0,22.0,3,False,8,False
3,3,Jerry Springer,Kym Johnson,TV Personality,62,Eliminated Week 7,5,7.0,21.0,3,False,8,False
3,4,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,25,Eliminated Week 5,7,5.0,28.0,3,False,8,False
3,4,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,24.0,3,False,8,False
3,4,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,24.0,3,True,8,False
3,4,Jerry Springer,Kym Johnson,TV Personality,62,Eliminated Week 7,5,7.0,22.0,3,False,8,False
3,5,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,27.0,3,False,8,False
3,5,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,25,Eliminated Week 5,7,5.0,27.0,3,True,8,False
3,5,Jerry Springer,Kym Johnson,TV Personality,62,Eliminated Week 7,5,7.0,24.0,3,False,8,False
3,6,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,23.0,3,False,8,False
3,6,Jerry Springer,Kym Johnson,TV Personality,62,Eliminated Week 7,5,7.0,18.0,3,False,8,False
3,7,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,27.0,3,False,8,False
3,7,Jerry Springer,Kym Johnson,TV Personality,62,Eliminated Week 7,5,7.0,23.0,3,True,8,False
3,8,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,26.5,3,True,8,True
4,1,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,21.0,3,False,9,False
4,1,Paulina Porizkova,Alec Mazo,Model,41,Eliminated Week 2,11,2.0,19.0,3,False,9,False
4,1,Shandi Finnessey,Brian Fortuna,Beauty Pagent,28,Eliminated Week 3,10,3.0,19.0,3,False,9,False
4,1,Heather Mills,Jonathan Roberts,Model,39,Eliminated Week 6,7,6.0,18.0,3,False,9,False
4,1,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,Eliminated Week 7,6,7.0,17.0,3,False,9,False
4,1,Clyde Drexler,Elena Grinenko,Athlete,44,Eliminated Week 5,8,5.0,16.0,3,False,9,False
4,1,Leeza Gibbons,Tony Dovolani,TV Personality,50,Eliminated Week 4,9,4.0,15.0,3,False,9,False
4,1,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,13.0,3,False,9,False
4,2,Heather Mills,Jonathan Roberts,Model,39,Eliminated Week 6,7,6.0,24.0,3,False,9,False
4,2,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,22.0,3,False,9,False
4,2,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,21.0,3,False,9,False
4,2,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,Eliminated Week 7,6,7.0,21.0,3,False,9,False
4,2,Leeza Gibbons,Tony Dovolani,TV Personality,50,Eliminated Week 4,9,4.0,21.0,3,False,9,False
4,2,Paulina Porizkova,Alec Mazo,Model,41,Eliminated Week 2,11,2.0,21.0,3,True,9,False
4,2,Shandi Finnessey,Brian Fortuna,Beauty Pagent,28,Eliminated Week 3,10,3.0,20.0,3,False,9,False
4,2,Clyde Drexler,Elena Grinenko,Athlete,44,Eliminated Week 5,8,5.0,18.0,3,False,9,False
4,3,Heather Mills,Jonathan Roberts,Model,39,Eliminated Week 6,7,6.0,24.0,3,False,9,False
4,3,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,24.0,3,False,9,False
4,3,Leeza Gibbons,Tony Dovolani,TV Personality,50,Eliminated Week 4,9,4.0,24.0,3,False,9,False
4,3,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,21.0,3,False,9,False
4,3,Shandi Finnessey,Brian Fortuna,Beauty Pagent,28,Eliminated Week 3,10,3.0,21.0,3,True,9,False
4,3,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,Eliminated Week 7,6,7.0,20.0,3,False,9,False
4,3,Clyde Drexler,Elena Grinenko,Athlete,44,Eliminated Week 5,8,5.0,16.0,3,False,9,False
4,4,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,24.0,3,False,9,False
4,4,Heather Mills,Jonathan Roberts,Model,39,Eliminated Week 6,7,6.0,23.0,3,False,9,False
4,4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,21.0,3,False,9,False
4,4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,Eliminated Week 7,6,7.0,16.0,3,False,9,False
4,4,Leeza Gibbons,Tony Dovolani,TV Personality,50,Eliminated Week 4,9,4.0,16.0,3,True,9,False
4,4,Clyde Drexler,Elena Grinenko,Athlete,44,Eliminated Week 5,8,5.0,15.0,3,False,9,False
4,5,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,24.0,3,False,9,False
4,5,Heather Mills,Jonathan Roberts,Model,39,Eliminated Week 6,7,6.0,21.0,3,False,9,False
4,5,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,Eliminated Week 7,6,7.0,18.0,3,False,9,False
4,5,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,17.0,3,False,9,False
4,5,Clyde Drexler,Elena Grinenko,Athlete,44,Eliminated Week 5,8,5.0,13.0,3,True,9,False
4,6,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,24.0,3,False,9,False
4,6,Heather Mills,Jonathan Roberts,Model,39,Eliminated Week 6,7,6.0,23.0,3,True,9,False
4,6,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,21.0,3,False,9,False
4,6,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,Eliminated Week 7,6,7.0,19.0,3,False,9,False
4,7,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,27.0,3,False,9,False
4,7,John Ratzenberger,Edyta Sliwinska,Actor/Actress,59,Eliminated Week 7,6,7.0,22.5,3,True,9,False
4,7,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,19.0,3,False,9,False
4,8,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,23.5,3,False,9,False
4,8,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,45,Eliminated Week 8,5,8.0,19.0,3,True,9,False
4,9,Ian Ziering,Cheryl Burke,Actor/Actress,42,Eliminated Week 9,4,9.0,29.0,3,True,9,True
5,1,Sabrina Bryan,Mark Ballas,Actor/Actress,23,Eliminated Week 6,7,6.0,26.0,3,False,9,False
5,1,Jane Seymour,Tony Dovolani,Actor/Actress,56,Eliminated Week 7,6,7.0,24.0,3,False,9,False
5,1,Albert Reed,Anna Trebunskaya,Model,22,Eliminated Week 2,11,2.0,21.0,3,False,9,False
5,1,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,21.0,3,False,9,False
5,1,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,21.0,3,False,9,False
5,1,Mark Cuban,Kym Johnson,TV Personality,49,Eliminated Week 5,8,5.0,21.0,3,False,9,False
5,1,Wayne Newton,Cheryl Burke,Singer/Rapper,65,Eliminated Week 3,10,3.0,19.0,3,False,9,False
5,1,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,30,Eliminated Week 4,9,4.0,18.0,3,False,9,False
5,1,Josie Maran,Alec Mazo,Model,29,Eliminated Week 1,12,1.0,16.0,3,True,9,False
5,2,Sabrina Bryan,Mark Ballas,Actor/Actress,23,Eliminated Week 6,7,6.0,26.0,3,False,9,False
5,2,Albert Reed,Anna Trebunskaya,Model,22,Eliminated Week 2,11,2.0,21.0,3,True,9,False
5,2,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,21.0,3,False,9,False
5,2,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,30,Eliminated Week 4,9,4.0,21.0,3,False,9,False
5,2,Jane Seymour,Tony Dovolani,Actor/Actress,56,Eliminated Week 7,6,7.0,21.0,3,False,9,False
5,2,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,21.0,3,False,9,False
5,2,Mark Cuban,Kym Johnson,TV Personality,49,Eliminated Week 5,8,5.0,18.0,3,False,9,False
5,2,Wayne Newton,Cheryl Burke,Singer/Rapper,65,Eliminated Week 3,10,3.0,15.0,3,False,9,False
5,3,Jane Seymour,Tony Dovolani,Actor/Actress,56,Eliminated Week 7,6,7.0,27.0,3,False,9,False
5,3,Sabrina Bryan,Mark Ballas,Actor/Actress,23,Eliminated Week 6,7,6.0,27.0,3,False,9,False
5,3,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,26.0,3,False,9,False
5,3,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,23.0,3,False,9,False
5,3,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,30,Eliminated Week 4,9,4.0,21.0,3,False,9,False
5,3,Mark Cuban,Kym Johnson,TV Personality,49,Eliminated Week 5,8,5.0,20.0,3,False,9,False
5,3,Wayne Newton,Cheryl Burke,Singer/Rapper,65,Eliminated Week 3,10,3.0,18.0,3,True,9,False
5,4,Sabrina Bryan,Mark Ballas,Actor/Actress,23,Eliminated Week 6,7,6.0,30.0,3,False,9,False
5,4,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,27.0,3,False,9,False
5,4,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,27.0,3,False,9,False
5,4,Jane Seymour,Tony Dovolani,Actor/Actress,56,Eliminated Week 7,6,7.0,26.0,3,False,9,False
5,4,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,30,Eliminated Week 4,9,4.0,23.0,3,True,9,False
5,4,Mark Cuban,Kym Johnson,TV Personality,49,Eliminated Week 5,8,5.0,22.0,3,False,9,False
5,5,Sabrina Bryan,Mark Ballas,Actor/Actress,23,Eliminated Week 6,7,6.0,28.0,3,False,9,False
5,5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,26.0,3,False,9,False
5,5,Jane Seymour,Tony Dovolani,Actor/Actress,56,Eliminated Week 7,6,7.0,26.0,3,False,9,False
5,5,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,25.0,3,False,9,False
5,5,Mark Cuban,Kym Johnson,TV Personality,49,Eliminated Week 5,8,5.0,21.0,3,True,9,False
5,6,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,27.0,3,False,9,False
5,6,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,25.0,3,False,9,False
5,6,Sabrina Bryan,Mark Ballas,Actor/Actress,23,Eliminated Week 6,7,6.0,25.0,3,True,9,False
5,6,Jane Seymour,Tony Dovolani,Actor/Actress,56,Eliminated Week 7,6,7.0,22.0,3,False,9,False
5,7,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,26.5,3,False,9,False
5,7,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,25.5,3,False,9,False
5,7,Jane Seymour,Tony Dovolani,Actor/Actress,56,Eliminated Week 7,6,7.0,25.0,3,True,9,False
5,8,Cameron Mathison,Edyta Sliwinska,Actor/Actress,38,Eliminated Week 8,5,8.0,25.5,3,True,9,False
5,8,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,25.0,3,False,9,False
5,9,Jennie Garth,Derek Hough,Actor/Actress,35,Eliminated Week 9,4,9.0,29.0,3,True,9,True
6,1,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,24.0,3,False,9,False
6,1,Priscilla Presley,Louis van Amstel,Actor/Actress,62,Eliminated Week 5,8,5.0,24.0,3,False,9,False
6,1,Marlee Matlin,Fabian Sanchez,Actor/Actress,42,Eliminated Week 6,7,6.0,22.0,3,False,9,False
6,1,Shannon Elizabeth,Derek Hough,Actor/Actress,34,Eliminated Week 7,6,7.0,21.0,3,False,9,False
6,1,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,18.0,3,False,9,False
6,1,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,49,Eliminated Week 3,10,3.0,18.0,3,False,9,False
6,1,Penn Jillette,Kym Johnson,Magician,53,Eliminated Week 2,12,2.0,16.0,3,False,9,False
6,1,Adam Carolla,Julianne Hough,Radio Personality,43,Eliminated Week 4,9,4.0,15.0,3,False,9,False
6,1,Monica Seles,Jonathan Roberts,Athlete,34,Eliminated Week 2,11,2.0,15.0,3,False,9,False
6,2,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,26.0,3,False,9,False
6,2,Marlee Matlin,Fabian Sanchez,Actor/Actress,42,Eliminated Week 6,7,6.0,24.0,3,False,9,False
6,2,Shannon Elizabeth,Derek Hough,Actor/Actress,34,Eliminated Week 7,6,7.0,24.0,3,False,9,False
6,2,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,21.0,3,False,9,False
6,2,Priscilla Presley,Louis van Amstel,Actor/Actress,62,Eliminated Week 5,8,5.0,21.0,3,False,9,False
6,2,Adam Carolla,Julianne Hough,Radio Personality,43,Eliminated Week 4,9,4.0,19.0,3,False,9,False
6,2,Penn Jillette,Kym Johnson,Magician,53,Eliminated Week 2,12,2.0,17.0,3,True,9,False
6,2,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,49,Eliminated Week 3,10,3.0,16.0,3,False,9,False
6,2,Monica Seles,Jonathan Roberts,Athlete,34,Eliminated Week 2,11,2.0,15.0,3,True,9,False
6,3,Priscilla Presley,Louis van Amstel,Actor/Actress,62,Eliminated Week 5,8,5.0,26.0,3,False,9,False
6,3,Shannon Elizabeth,Derek Hough,Actor/Actress,34,Eliminated Week 7,6,7.0,24.0,3,False,9,False
6,3,Adam Carolla,Julianne Hough,Radio Personality,43,Eliminated Week 4,9,4.0,21.0,3,False,9,False
6,3,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,21.0,3,False,9,False
6,3,Marlee Matlin,Fabian Sanchez,Actor/Actress,42,Eliminated Week 6,7,6.0,21.0,3,False,9,False
6,3,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,49,Eliminated Week 3,10,3.0,21.0,3,True,9,False
6,3,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,19.0,3,False,9,False
6,4,Shannon Elizabeth,Derek Hough,Actor/Actress,34,Eliminated Week 7,6,7.0,28.0,3,False,9,False
6,4,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,24.0,3,False,9,False
6,4,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,24.0,3,False,9,False
6,4,Marlee Matlin,Fabian Sanchez,Actor/Actress,42,Eliminated Week 6,7,6.0,24.0,3,False,9,False
6,4,Priscilla Presley,Louis van Amstel,Actor/Actress,62,Eliminated Week 5,8,5.0,22.0,3,False,9,False
6,4,Adam Carolla,Julianne Hough,Radio Personality,43,Eliminated Week 4,9,4.0,19.0,3,True,9,False
6,5,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,27.0,3,False,9,False
6,5,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,24.0,3,False,9,False
6,5,Shannon Elizabeth,Derek Hough,Actor/Actress,34,Eliminated Week 7,6,7.0,23.0,3,False,9,False
6,5,Marlee Matlin,Fabian Sanchez,Actor/Actress,42,Eliminated Week 6,7,6.0,22.0,3,False,9,False
6,5,Priscilla Presley,Louis van Amstel,Actor/Actress,62,Eliminated Week 5,8,5.0,21.0,3,True,9,False
6,6,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,28.0,3,False,9,False
6,6,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,26.0,3,False,9,False
6,6,Shannon Elizabeth,Derek Hough,Actor/Actress,34,Eliminated Week 7,6,7.0,24.0,3,False,9,False
6,6,Marlee Matlin,Fabian Sanchez,Actor/Actress,42,Eliminated Week 6,7,6.0,21.0,3,True,9,False
6,7,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,26.0,3,False,9,False
6,7,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,25.5,3,False,9,False
6,7,Shannon Elizabeth,Derek Hough,Actor/Actress,34,Eliminated Week 7,6,7.0,25.5,3,True,9,False
6,8,Mario,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,26.5,3,True,9,False
6,8,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,25.0,3,False,9,False
6,9,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,35,Eliminated Week 9,4,9.0,26.0,3,True,9,True
7,1,Toni Braxton,Alec Mazo,Singer/Rapper,40,Eliminated Week 5,8,5.0,22.5,3,False,9,False
7,1,Cody Linley,Julianne Hough,Actor/Actress,18,Eliminated Week 9,4,9.0,20.5,3,False,9,False
7,1,Maurice Greene,Cheryl Burke,Athlete,34,Eliminated Week 8,5,8.0,19.5,3,False,9,False
7,1,Kim Kardashian,Mark Ballas,TV Personality,27,Eliminated Week 2,11,2.0,18.5,3,False,9,False
7,1,Susan Lucci,Tony Dovolani,Actor/Actress,61,Eliminated Week 7,6,7.0,18.5,3,False,9,False
7,1,Ted McGinley,Inna Brayer,Actor/Actress,50,Eliminated Week 1,12,1.0,18.5,3,True,9,False
7,1,Rocco DiSpirito,Karina Smirnoff,TV Personality,41,Eliminated Week 4,9,4.0,17.5,3,False,9,False
7,1,Cloris Leachman,Corky Ballas,Actor/Actress,82,Eliminated Week 6,7,6.0,16.0,3,False,9,False
7,1,Jeffrey Ross,Edyta Sliwinska,Comedian,43,Eliminated Week 1,13,1.0,12.0,3,True,9,False
7,2,Toni Braxton,Alec Mazo,Singer/Rapper,40,Eliminated Week 5,8,5.0,23.0,3,False,9,False
7,2,Cody Linley,Julianne Hough,Actor/Actress,18,Eliminated Week 9,4,9.0,21.0,3,False,9,False
7,2,Susan Lucci,Tony Dovolani,Actor/Actress,61,Eliminated Week 7,6,7.0,21.0,3,False,9,False
7,2,Maurice Greene,Cheryl Burke,Athlete,34,Eliminated Week 8,5,8.0,19.0,3,False,9,False
7,2,Kim Kardashian,Mark Ballas,TV Personality,27,Eliminated Week 2,11,2.0,17.0,3,True,9,False
7,2,Rocco DiSpirito,Karina Smirnoff,TV Personality,41,Eliminated Week 4,9,4.0,16.0,3,False,9,False
7,2,Cloris Leachman,Corky Ballas,Actor/Actress,82,Eliminated Week 6,7,6.0,15.0,3,False,9,False
7,3,Maurice Greene,Cheryl Burke,Athlete,34,Eliminated Week 8,5,8.0,24.0,3,False,9,False
7,3,Toni Braxton,Alec Mazo,Singer/Rapper,40,Eliminated Week 5,8,5.0,22.0,3,False,9,False
7,3,Cody Linley,Julianne Hough,Actor/Actress,18,Eliminated Week 9,4,9.0,21.0,3,False,9,False
7,3,Susan Lucci,Tony Dovolani,Actor/Actress,61,Eliminated Week 7,6,7.0,21.0,3,False,9,False
7,3,Rocco DiSpirito,Karina Smirnoff,TV Personality,41,Eliminated Week 4,9,4.0,20.0,3,False,9,False
7,3,Cloris Leachman,Corky Ballas,Actor/Actress,82,Eliminated Week 6,7,6.0,16.0,3,False,9,False
7,4,Susan Lucci,Tony Dovolani,Actor/Actress,61,Eliminated Week 7,6,7.0,24.0,3,False,9,False
7,4,Cody Linley,Julianne Hough,Actor/Actress,18,Eliminated Week 9,4,9.0,23.0,3,False,9,False
7,4,Cloris Leachman,Corky Ballas,Actor/Actress,82,Eliminated Week 6,7,6.0,22.0,3,False,9,False
7,4,Toni Braxton,Alec Mazo,Singer/Rapper,40,Eliminated Week 5,8,5.0,22.0,3,False,9,False
7,4,Maurice Greene,Cheryl Burke,Athlete,34,Eliminated Week 8,5,8.0,20.0,3,False,9,False
7,4,Rocco DiSpirito,Karina Smirnoff,TV Personality,41,Eliminated Week 4,9,4.0,18.0,3,True,9,False
7,5,Cody Linley,Julianne Hough,Actor/Actress,18,Eliminated Week 9,4,9.0,28.0,3,False,9,False
7,5,Maurice Greene,Cheryl Burke,Athlete,34,Eliminated Week 8,5,8.0,27.0,3,False,9,False
